,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m\/s),total_precipitation (mm of water equivalent)
2023-04-27 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.32,1.7,0.33
2023-04-27 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.08,1.42,0.95
2023-04-27 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.01,1.79,0.55
2023-04-27 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.78,1.75,0.84
2023-04-27 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.73,1.95,0.39
2023-04-27 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.98,2.23,0.51
2023-04-27 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.45,2.55,0.09
2023-04-27 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.67,2.85,0.05
2023-04-27 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.16,3.18,0.07
2023-04-27 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.52,3.17,0.13
2023-04-27 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.61,3.37,0.01
2023-04-27 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.61,3.52,0.02
2023-04-27 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.03,3.5,0.0
2023-04-27 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.56,3.09,0.0
2023-04-27 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.15,3.3,0.0
2023-04-27 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.47,3.26,0.0
2023-04-27 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.14,3.17,0.0
2023-04-27 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.81,2.9,0.0
2023-04-27 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.46,2.8,0.0
2023-04-28 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.41,2.4,0.0
2023-04-28 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.43,1.98,0.0
2023-04-28 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.09,1.97,0.0
2023-04-28 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.12,2.53,0.0
2023-04-28 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.08,2.61,0.0
2023-04-28 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.95,3.24,0.0
2023-04-28 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.14,2.95,0.0
2023-04-28 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.98,3.62,0.0
2023-04-28 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.18,4.65,0.0
2023-04-28 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.56,4.74,0.0
2023-04-28 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.04,5.29,0.0
2023-04-28 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.82,5.5,0.0
2023-04-28 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.0,5.94,0.0
2023-04-28 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.0,6.16,0.0
2023-04-28 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.74,5.93,0.01
2023-04-28 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.68,5.95,0.0
2023-04-28 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.64,5.97,0.02
2023-04-28 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.42,6.13,0.05
2023-04-28 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.5,4.94,0.1
2023-04-28 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.28,5.46,0.34
2023-04-28 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.64,6.29,1.12
2023-04-28 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.33,6.5,0.93
2023-04-28 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.32,6.67,1.7
2023-04-28 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.07,6.64,1.48
2023-04-29 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.14,6.9,1.82
2023-04-29 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.11,6.81,1.88
2023-04-29 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.06,7.38,2.06
2023-04-29 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.96,7.95,1.8
2023-04-29 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.05,8.55,1.58
2023-04-29 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.16,8.82,1.96
2023-04-29 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.66,7.04,2.21
2023-04-29 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.74,7.0,2.55
2023-04-29 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.8,7.38,2.66
2023-04-29 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.07,7.4,2.36
2023-04-29 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.32,7.45,1.57
2023-04-29 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.92,7.41,1.78
2023-04-29 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.13,7.2,1.08
2023-04-29 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.29,6.91,1.01
2023-04-29 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.45,6.74,0.84
2023-04-29 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.4,6.5,0.56
2023-04-29 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.6,6.58,0.53
2023-04-29 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.52,6.37,0.44
2023-04-29 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.1,4.41,0.49
2023-04-29 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.06,4.95,0.5
2023-04-29 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.94,4.59,0.46
2023-04-29 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.81,4.11,0.3
2023-04-29 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.77,3.62,0.11
2023-04-29 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.52,3.24,0.02
2023-04-30 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.41,3.16,0.0
2023-04-30 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.3,2.3,0.0
2023-04-30 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.18,1.89,0.0
2023-04-30 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.06,2.06,0.0
2023-04-30 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.03,2.68,0.0
2023-04-30 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.96,2.62,0.01
2023-04-30 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.16,1.93,0.03
2023-04-30 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.49,2.59,0.03
2023-04-30 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.69,4.04,0.04
2023-04-30 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.8,4.74,0.07
2023-04-30 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.06,4.43,0.08
2023-04-30 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.71,4.52,0.05
2023-04-30 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.53,5.71,0.32
2023-04-30 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.5,6.87,2.93
2023-04-30 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.74,7.08,2.4
2023-04-30 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.89,6.95,1.6
2023-04-30 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.34,7.29,1.81
2023-04-30 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.72,6.7,2.35
2023-04-30 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.89,3.96,4.65
2023-04-30 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.17,3.56,5.44
2023-04-30 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.22,3.28,3.96
2023-04-30 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.34,3.96,5.77
2023-04-30 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.34,3.84,2.09
2023-04-30 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.85,3.57,0.25
2023-05-01 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.44,2.08,0.73
2023-05-01 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.79,2.61,1.21
2023-05-01 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.3,6.28,0.69
2023-05-01 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.17,8.74,0.04
2023-05-01 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.96,7.7,0.0
2023-05-01 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.24,6.11,0.0
2023-05-01 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.04,6.72,0.0
2023-05-01 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.53,6.75,0.0
2023-05-01 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.14,6.04,0.0
2023-05-01 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.94,6.32,0.0
2023-05-01 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.88,6.35,0.02
2023-05-01 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.04,6.4,0.05
2023-05-01 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.35,6.89,0.03
2023-05-01 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.31,6.78,0.06
2023-05-01 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.4,6.89,0.04
2023-05-01 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.59,7.28,0.07
2023-05-01 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.98,6.63,0.04
2023-05-01 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.27,6.36,0.01
2023-05-01 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.83,4.4,0.05
2023-05-01 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.4,4.24,0.0
2023-05-01 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.74,3.98,0.0
2023-05-01 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.33,3.63,0.0
2023-05-01 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.68,3.29,0.0
2023-05-01 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.74,3.5,0.0
2023-05-02 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.48,3.64,0.0
2023-05-02 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.21,4.26,0.15
2023-05-02 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.83,4.39,0.07
2023-05-02 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.55,4.16,0.0
2023-05-02 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.1,3.61,0.0
2023-05-02 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.08,2.5,0.0
2023-05-02 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.94,1.84,0.17
2023-05-02 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.86,2.75,0.32
2023-05-02 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.83,3.39,0.77
2023-05-02 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.49,3.61,0.6
2023-05-02 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.37,4.46,0.5
2023-05-02 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.86,4.86,0.6
2023-05-02 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.47,4.87,0.08
2023-05-02 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.61,5.32,0.06
2023-05-02 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.14,5.98,0.09
2023-05-02 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.29,6.44,0.01
2023-05-02 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.49,6.54,0.05
2023-05-02 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.53,6.42,0.04
2023-05-02 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.67,5.06,0.0
2023-05-02 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.44,4.5,0.0
2023-05-02 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.0,4.42,0.0
2023-05-02 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.51,4.52,0.0
2023-05-02 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.19,4.34,0.0
2023-05-02 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.61,4.15,0.0
2023-05-03 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.41,3.92,0.0
2023-05-03 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.93,3.64,0.0
2023-05-03 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.72,3.65,0.0
2023-05-03 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.39,3.37,0.0
2023-05-03 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.05,3.26,0.0
2023-05-03 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.75,3.28,0.0
2023-05-03 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.82,2.28,0.0
2023-05-03 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.53,2.44,0.0
2023-05-03 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.01,2.7,0.0
2023-05-03 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.5,2.86,0.04
2023-05-03 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.08,3.12,0.06
2023-05-03 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.98,3.25,0.02
2023-05-03 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.75,2.96,0.02
2023-05-03 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.04,2.64,0.03
2023-05-03 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.89,2.66,0.08
2023-05-03 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.99,2.89,0.04
2023-05-03 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.08,2.4,0.25
2023-05-03 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.31,1.6,0.09
2023-05-03 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.55,1.99,0.08
2023-05-03 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.36,1.44,0.06
2023-05-03 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.46,2.13,0.12
2023-05-03 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.16,2.36,0.04
2023-05-03 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.89,2.18,0.11
2023-05-03 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.48,2.23,0.06
2023-05-04 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.39,2.38,0.01
2023-05-04 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.01,2.53,0.0
2023-05-04 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.67,2.91,0.0
2023-05-04 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.38,3.38,0.03
2023-05-04 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.93,3.71,0.08
2023-05-04 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.75,3.81,0.02
2023-05-04 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.9,3.39,0.02
2023-05-04 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.24,3.36,0.02
2023-05-04 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.59,3.75,0.06
2023-05-04 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.9,3.82,0.43
2023-05-04 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.26,4.06,0.46
2023-05-04 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.87,3.76,0.78
2023-05-04 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.17,3.01,0.2
2023-05-04 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.33,2.15,0.16
2023-05-04 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.69,1.34,0.15
2023-05-04 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.96,1.47,0.17
2023-05-04 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.07,1.94,0.15
2023-05-04 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.51,2.26,0.17
2023-05-04 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.06,2.69,0.22
2023-05-04 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.74,2.36,0.51
2023-05-04 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.5,1.92,0.28
2023-05-04 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.53,1.99,0.13
2023-05-04 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.48,2.23,0.09
2023-05-04 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.98,2.22,0.08
2023-05-05 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.14,2.25,0.07
2023-05-05 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.0,2.34,0.05
2023-05-05 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.44,2.45,0.02
2023-05-05 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.32,2.08,0.0
2023-05-05 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.24,1.82,0.0
2023-05-05 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.18,1.91,0.0
2023-05-05 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.65,1.64,0.0
2023-05-05 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.94,2.16,0.0
2023-05-05 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.75,2.08,0.0
2023-05-05 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.88,1.68,0.0
2023-05-05 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.94,1.84,0.01
2023-05-05 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.53,1.8,0.05
2023-05-05 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.74,1.44,0.02
2023-05-05 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.93,1.14,0.07
2023-05-05 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.96,0.77,0.01
2023-05-05 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.16,0.68,0.02
2023-05-05 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.16,1.06,0.0
2023-05-05 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.85,2.03,0.04
2023-05-05 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.9,2.89,0.05
2023-05-05 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.79,2.76,0.0
2023-05-05 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.14,2.28,0.0
2023-05-05 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.62,2.38,0.0
2023-05-05 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.38,1.95,0.0
2023-05-05 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.47,1.88,0.0
2023-05-06 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.35,2.4,0.0
2023-05-06 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.16,2.54,0.0
2023-05-06 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.82,2.4,0.0
2023-05-06 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.46,2.12,0.0
2023-05-06 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.95,2.1,0.0
2023-05-06 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.37,2.21,0.0
2023-05-06 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.16,2.02,0.0
2023-05-06 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.44,2.49,0.0
2023-05-06 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.34,2.2,0.0
2023-05-06 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.71,2.39,0.0
2023-05-06 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.33,2.14,0.0
2023-05-06 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,17.44,2.16,0.0
2023-05-06 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,18.04,2.58,0.0
2023-05-06 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,18.59,3.17,0.0
2023-05-06 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.39,2.79,0.0
2023-05-06 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.81,2.38,0.0
2023-05-06 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.99,2.2,0.0
2023-05-06 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.93,1.98,0.0
2023-05-06 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.31,0.86,0.0
2023-05-06 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.12,2.17,0.0
2023-05-06 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,18.1,2.75,0.0
2023-05-06 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,17.47,2.57,0.0
2023-05-06 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,16.7,2.19,0.0
2023-05-06 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.37,2.17,0.0
2023-05-07 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.21,2.48,0.0
2023-05-07 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.55,2.55,0.0
2023-05-07 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.09,2.47,0.0
2023-05-07 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.52,2.62,0.0
2023-05-07 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.14,2.82,0.0
2023-05-07 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.34,2.71,0.0
2023-05-07 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.44,2.67,0.0
2023-05-07 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.61,2.8,0.0
2023-05-07 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.35,2.51,0.0
2023-05-07 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.7,2.42,0.0
2023-05-07 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,16.82,2.03,0.0
2023-05-07 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,18.91,1.8,0.0
2023-05-07 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.61,2.4,0.0
2023-05-07 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,20.32,2.47,0.0
2023-05-07 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,20.69,3.01,0.0
2023-05-07 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,20.8,3.34,0.0
2023-05-07 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,20.64,3.36,0.0
2023-05-07 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,20.09,3.01,0.0
2023-05-07 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.48,2.99,0.0
2023-05-07 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.12,3.23,0.0
2023-05-07 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.28,3.64,0.0
2023-05-07 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,18.73,3.58,0.24
2023-05-07 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,17.9,2.97,0.48
2023-05-07 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,17.33,2.67,0.5
2023-05-08 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,16.75,2.17,1.86
2023-05-08 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,16.37,2.47,1.01
2023-05-08 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.92,2.3,1.02
2023-05-08 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.58,2.46,0.14
2023-05-08 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.4,2.65,0.18
2023-05-08 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.87,2.57,0.04
2023-05-08 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.72,1.94,0.01
2023-05-08 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.94,2.1,0.0
2023-05-08 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,16.4,2.36,0.0
2023-05-08 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,16.87,3.0,0.0
2023-05-08 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,17.61,3.41,0.0
2023-05-08 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,19.43,3.08,0.0
2023-05-08 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,20.08,2.9,0.0
2023-05-08 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,21.09,2.7,0.0
