Time Stamp,Load,normalized_load,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m\/s),total_precipitation (mm of water equivalent)
2023-06-18 18:00:00,12377.9027,3.902329294025765,"(40.6501, -73.9496)",era5,13.36,-5.0,24.21,1.46,0.0
2023-06-18 19:00:00,12803.0036,4.219215868775392,"(40.6501, -73.9496)",era5,13.36,-5.0,23.78,1.14,0.0
2023-06-18 20:00:00,13033.2778,4.390871121660556,"(40.6501, -73.9496)",era5,13.36,-5.0,23.33,0.52,0.0
2023-06-18 21:00:00,13045.0098,4.399616606073698,"(40.6501, -73.9496)",era5,13.36,-5.0,22.6,0.43,0.0
2023-06-18 22:00:00,14401.1185,4.523072924086109,"(40.6501, -73.9496)",era5,13.36,-5.0,21.83,0.27,0.0
2023-06-18 23:00:00,11467.9741,3.224033488675261,"(40.6501, -73.9496)",era5,13.36,-5.0,20.79,0.5,0.0
2023-06-19 00:00:00,10713.1076,2.661326941645509,"(40.6501, -73.9496)",era5,13.36,-5.0,20.61,0.94,0.0
2023-06-19 01:00:00,10257.4292,2.321646721341598,"(40.6501, -73.9496)",era5,13.36,-5.0,19.93,1.14,0.0
2023-06-19 02:00:00,9940.9036,2.0856963547237655,"(40.6501, -73.9496)",era5,13.36,-5.0,19.42,1.97,0.0
2023-06-19 03:00:00,9784.9038,1.9694080987270663,"(40.6501, -73.9496)",era5,13.36,-5.0,18.83,2.86,0.0
2023-06-19 04:00:00,9826.1572,2.00015997110084,"(40.6501, -73.9496)",era5,13.36,-5.0,18.12,3.44,0.0
2023-06-19 05:00:00,10133.2022,2.2290431335312175,"(40.6501, -73.9496)",era5,13.36,-5.0,17.41,3.32,0.0
2023-06-19 06:00:00,10517.722,2.515678994206675,"(40.6501, -73.9496)",era5,13.36,-5.0,18.58,3.0,0.0
2023-06-19 07:00:00,10827.4741,2.7465801331845134,"(40.6501, -73.9496)",era5,13.36,-5.0,18.69,2.8,0.0
2023-06-19 08:00:00,10848.3002,2.7621047098071303,"(40.6501, -73.9496)",era5,13.36,-5.0,19.36,2.35,0.0
2023-06-19 09:00:00,11122.4773,2.966486874356267,"(40.6501, -73.9496)",era5,13.36,-5.0,19.98,2.35,0.0
2023-06-19 10:00:00,13388.3949,3.7681497687314343,"(40.6501, -73.9496)",era5,13.36,-5.0,20.66,2.25,0.0
2023-06-19 11:00:00,11783.0081,3.458871959235248,"(40.6501, -73.9496)",era5,13.36,-5.0,22.13,2.24,0.01
2023-06-19 12:00:00,12251.1208,3.807821185406729,"(40.6501, -73.9496)",era5,13.36,-5.0,22.84,2.27,0.07
2023-06-19 13:00:00,12798.6559,4.21597492583446,"(40.6501, -73.9496)",era5,13.36,-5.0,22.98,2.58,0.07
2023-06-19 14:00:00,12934.1649,4.3169885507356245,"(40.6501, -73.9496)",era5,13.36,-5.0,22.92,2.91,0.1
2023-06-19 15:00:00,13310.8816,4.597807680297531,"(40.6501, -73.9496)",era5,13.36,-5.0,23.02,3.82,0.27
2023-06-19 16:00:00,13831.4487,4.985858435415544,"(40.6501, -73.9496)",era5,13.36,-5.0,22.96,4.25,0.01
2023-06-19 17:00:00,14502.789499999999,5.486301710416079,"(40.6501, -73.9496)",era5,13.36,-5.0,22.91,4.42,0.0
2023-06-19 18:00:00,14896.6512,5.779901382959857,"(40.6501, -73.9496)",era5,13.36,-5.0,22.21,3.43,0.0
2023-06-19 19:00:00,14968.3869,5.833375935143272,"(40.6501, -73.9496)",era5,13.36,-5.0,21.68,3.57,0.0
2023-06-19 20:00:00,14797.2414,5.705797491346018,"(40.6501, -73.9496)",era5,13.36,-5.0,21.18,3.42,0.0
2023-06-19 21:00:00,14579.699700000001,5.543633534087374,"(40.6501, -73.9496)",era5,13.36,-5.0,20.2,2.97,0.0
2023-06-19 22:00:00,13680.5458,4.8733696048795805,"(40.6501, -73.9496)",era5,13.36,-5.0,19.72,3.1,0.0
2023-06-19 23:00:00,12689.3932,4.134526303281801,"(40.6501, -73.9496)",era5,13.36,-5.0,18.99,3.33,0.0
2023-06-20 00:00:00,11913.6725,3.5562742328077466,"(40.6501, -73.9496)",era5,13.36,-5.0,18.61,3.66,0.0
2023-06-20 01:00:00,11311.2024,3.1071698287049427,"(40.6501, -73.9496)",era5,13.36,-5.0,18.34,3.66,0.0
2023-06-20 02:00:00,10947.8115,2.836284263428124,"(40.6501, -73.9496)",era5,13.36,-5.0,18.19,3.52,0.0
2023-06-20 03:00:00,10651.8288,2.615647365251369,"(40.6501, -73.9496)",era5,13.36,-5.0,18.07,3.4,0.0
2023-06-20 04:00:00,10742.6852,2.6833752232495107,"(40.6501, -73.9496)",era5,13.36,-5.0,17.95,3.32,0.0
2023-06-20 05:00:00,11067.4652,2.9254787373732967,"(40.6501, -73.9496)",era5,13.36,-5.0,17.73,3.26,0.0
2023-06-20 06:00:00,11706.562,3.4018860935690793,"(40.6501, -73.9496)",era5,13.36,-5.0,18.4,3.47,0.0
2023-06-20 07:00:00,12382.3146,3.90561809411802,"(40.6501, -73.9496)",era5,13.36,-5.0,18.49,3.8,0.0
2023-06-20 08:00:00,12678.1594,4.1261521963264345,"(40.6501, -73.9496)",era5,13.36,-5.0,18.71,3.71,0.0
2023-06-20 09:00:00,12965.2917,4.340191665654734,"(40.6501, -73.9496)",era5,13.36,-5.0,18.8,3.84,0.0
2023-06-20 10:00:00,13464.8343,4.712569949152894,"(40.6501, -73.9496)",era5,13.36,-5.0,19.35,3.99,0.0
2023-06-20 11:00:00,16057.1327,5.757529655593252,"(40.6501, -73.9496)",era5,13.36,-5.0,20.65,3.94,0.0
2023-06-20 12:00:00,13987.6254,5.102278559481854,"(40.6501, -73.9496)",era5,13.36,-5.0,21.17,4.01,0.0
2023-06-20 13:00:00,14160.5016,5.231147133680901,"(40.6501, -73.9496)",era5,13.36,-5.0,21.69,4.14,0.0
2023-06-20 14:00:00,14187.9443,5.251603978643783,"(40.6501, -73.9496)",era5,13.36,-5.0,22.0,4.25,0.0
2023-06-20 15:00:00,14438.1119,5.438088537668087,"(40.6501, -73.9496)",era5,13.36,-5.0,22.19,4.46,0.0
2023-06-20 16:00:00,14811.5608,5.7164717233188735,"(40.6501, -73.9496)",era5,13.36,-5.0,22.07,4.61,0.0
2023-06-20 17:00:00,15336.3097,6.107639753131643,"(40.6501, -73.9496)",era5,13.36,-5.0,21.73,4.65,0.0
2023-06-20 18:00:00,15634.6288,6.330018293806084,"(40.6501, -73.9496)",era5,13.36,-5.0,20.87,3.5,0.0
2023-06-20 19:00:00,15908.533,6.534197028190173,"(40.6501, -73.9496)",era5,13.36,-5.0,20.49,3.44,0.0
2023-06-20 20:00:00,15640.9814,6.334753766383899,"(40.6501, -73.9496)",era5,13.36,-5.0,19.83,3.62,0.0
2023-06-20 21:00:00,15235.5442,6.03252527055131,"(40.6501, -73.9496)",era5,13.36,-5.0,19.4,3.91,0.0
2023-06-20 22:00:00,14224.4647,5.278827690624836,"(40.6501, -73.9496)",era5,13.36,-5.0,18.77,4.06,0.0
2023-06-20 23:00:00,13091.3336,4.434148149788112,"(40.6501, -73.9496)",era5,13.36,-5.0,18.21,4.23,0.0
2023-06-21 00:00:00,12139.1914,3.7243847020217706,"(40.6501, -73.9496)",era5,13.36,-5.0,17.97,4.35,0.0
2023-06-21 01:00:00,11414.6403,3.18427642111699,"(40.6501, -73.9496)",era5,13.36,-5.0,17.47,4.65,0.0
2023-06-21 02:00:00,10958.0985,2.843952589217247,"(40.6501, -73.9496)",era5,13.36,-5.0,17.15,4.88,0.0
2023-06-21 03:00:00,10723.7173,2.669235820436688,"(40.6501, -73.9496)",era5,13.36,-5.0,16.99,4.93,0.0
2023-06-21 04:00:00,10743.475,2.6839639705721754,"(40.6501, -73.9496)",era5,13.36,-5.0,16.75,4.91,0.0
2023-06-21 05:00:00,11136.0283,2.9765883113902327,"(40.6501, -73.9496)",era5,13.36,-5.0,16.5,5.04,0.0
2023-06-21 06:00:00,11652.5739,3.361641285604099,"(40.6501, -73.9496)",era5,13.36,-5.0,16.86,4.51,0.0
2023-06-21 07:00:00,12184.2507,3.7579736387603564,"(40.6501, -73.9496)",era5,13.36,-5.0,16.97,4.62,0.0
2023-06-21 08:00:00,12284.4619,3.8326749247833916,"(40.6501, -73.9496)",era5,13.36,-5.0,17.44,5.11,0.0
2023-06-21 09:00:00,12635.686,4.094490888989821,"(40.6501, -73.9496)",era5,13.36,-5.0,17.91,5.78,0.0
2023-06-21 10:00:00,13100.9962,4.4413510237815,"(40.6501, -73.9496)",era5,13.36,-5.0,18.5,5.86,0.0
2023-06-21 11:00:00,15986.9791,5.705234461651401,"(40.6501, -73.9496)",era5,13.36,-5.0,19.36,6.16,0.0
2023-06-21 12:00:00,14169.138500000001,5.237585411410858,"(40.6501, -73.9496)",era5,13.36,-5.0,19.5,6.28,0.0
2023-06-21 13:00:00,14614.6188,5.569663575407775,"(40.6501, -73.9496)",era5,13.36,-5.0,19.62,6.54,0.0
2023-06-21 14:00:00,14801.8751,5.709251629696271,"(40.6501, -73.9496)",era5,13.36,-5.0,19.83,6.63,0.0
2023-06-21 15:00:00,15163.9926,5.979187953594664,"(40.6501, -73.9496)",era5,13.36,-5.0,19.95,6.56,0.0
2023-06-21 16:00:00,15441.6612,6.186172816646058,"(40.6501, -73.9496)",era5,13.36,-5.0,20.37,6.57,0.0
2023-06-21 17:00:00,15969.1572,6.579388640546054,"(40.6501, -73.9496)",era5,13.36,-5.0,20.16,6.61,0.0
2023-06-21 18:00:00,16121.2791,6.692786160606364,"(40.6501, -73.9496)",era5,13.36,-5.0,19.81,4.36,0.01
2023-06-21 19:00:00,16338.9549,6.85505008116707,"(40.6501, -73.9496)",era5,13.36,-5.0,19.43,4.08,0.02
2023-06-21 20:00:00,16033.6716,6.627480157731803,"(40.6501, -73.9496)",era5,13.36,-5.0,18.82,4.0,0.09
2023-06-21 21:00:00,15635.0812,6.330355530180829,"(40.6501, -73.9496)",era5,13.36,-5.0,18.5,4.28,0.09
2023-06-21 22:00:00,14591.4171,5.552368135098502,"(40.6501, -73.9496)",era5,13.36,-5.0,18.42,5.06,0.01
2023-06-21 23:00:00,13467.6462,4.714666047654541,"(40.6501, -73.9496)",era5,13.36,-5.0,18.14,5.56,0.02
2023-06-22 00:00:00,12509.6216,4.0005176324903235,"(40.6501, -73.9496)",era5,13.36,-5.0,17.93,5.65,0.03
2023-06-22 01:00:00,11791.1258,3.4649232052990535,"(40.6501, -73.9496)",era5,13.36,-5.0,17.53,5.61,0.24
2023-06-22 02:00:00,11264.713,3.0725148403759004,"(40.6501, -73.9496)",era5,13.36,-5.0,17.24,5.64,0.75
2023-06-22 03:00:00,10947.1472,2.8357890686364726,"(40.6501, -73.9496)",era5,13.36,-5.0,16.81,5.85,0.02
2023-06-22 04:00:00,10880.0874,2.785800112307763,"(40.6501, -73.9496)",era5,13.36,-5.0,16.32,6.16,0.05
2023-06-22 05:00:00,11096.4873,2.9471129278938086,"(40.6501, -73.9496)",era5,13.36,-5.0,15.9,6.14,0.12
2023-06-22 06:00:00,11558.7696,3.2917159494691095,"(40.6501, -73.9496)",era5,13.36,-5.0,16.48,5.14,0.11
2023-06-22 07:00:00,12191.6074,3.763457606130128,"(40.6501, -73.9496)",era5,13.36,-5.0,16.53,6.37,0.46
2023-06-22 08:00:00,12733.9857,4.167767269331326,"(40.6501, -73.9496)",era5,13.36,-5.0,16.6,6.26,0.39
2023-06-22 09:00:00,13074.5586,4.421643419049069,"(40.6501, -73.9496)",era5,13.36,-5.0,16.67,6.36,0.19
2023-06-22 10:00:00,15143.9089,5.076777481316888,"(40.6501, -73.9496)",era5,13.36,-5.0,16.87,6.61,0.28
2023-06-22 11:00:00,13064.2068,4.413926788845527,"(40.6501, -73.9496)",era5,13.36,-5.0,17.65,6.68,0.21
2023-06-22 12:00:00,13321.7303,4.605894718888807,"(40.6501, -73.9496)",era5,13.36,-5.0,17.85,6.06,0.16
2023-06-22 13:00:00,13867.419,5.012672081680975,"(40.6501, -73.9496)",era5,13.36,-5.0,18.8,5.7,0.07
2023-06-22 14:00:00,13935.5987,5.063495854579262,"(40.6501, -73.9496)",era5,13.36,-5.0,19.76,5.47,0.02
2023-06-22 15:00:00,14080.4602,5.171481192996784,"(40.6501, -73.9496)",era5,13.36,-5.0,19.91,5.37,0.02
2023-06-22 16:00:00,17053.4384,6.500214276295138,"(40.6501, -73.9496)",era5,13.36,-5.0,20.19,5.13,0.0
2023-06-22 17:00:00,14853.0955,5.747433287541046,"(40.6501, -73.9496)",era5,13.36,-5.0,20.56,4.61,0.0
2023-06-22 18:00:00,15192.8826,6.000723671690102,"(40.6501, -73.9496)",era5,13.36,-5.0,20.31,2.77,0.0
2023-06-22 19:00:00,15163.3719,5.978725259921357,"(40.6501, -73.9496)",era5,13.36,-5.0,20.32,2.03,0.0
2023-06-22 20:00:00,14871.166799999999,5.760904330200031,"(40.6501, -73.9496)",era5,13.36,-5.0,19.96,1.4,0.01
2023-06-22 21:00:00,14726.111,5.6527741530831,"(40.6501, -73.9496)",era5,13.36,-5.0,19.76,1.63,0.01
2023-06-22 22:00:00,13909.6113,5.0441238462568885,"(40.6501, -73.9496)",era5,13.36,-5.0,19.69,1.58,0.01
2023-06-22 23:00:00,13134.359699999999,4.466221460980431,"(40.6501, -73.9496)",era5,13.36,-5.0,19.23,1.64,0.0
2023-06-23 00:00:00,12353.5712,3.8841916573058226,"(40.6501, -73.9496)",era5,13.36,-5.0,19.13,1.96,0.0
2023-06-23 01:00:00,11804.5663,3.474942271379418,"(40.6501, -73.9496)",era5,13.36,-5.0,19.0,2.26,0.0
2023-06-23 02:00:00,11419.5055,3.187903128478635,"(40.6501, -73.9496)",era5,13.36,-5.0,18.8,2.44,0.02
2023-06-23 03:00:00,11090.2826,2.9424877056692758,"(40.6501, -73.9496)",era5,13.36,-5.0,18.51,2.23,0.01
2023-06-23 04:00:00,11092.4954,2.944137211969088,"(40.6501, -73.9496)",era5,13.36,-5.0,18.28,2.29,0.01
2023-06-23 05:00:00,11619.3936,3.3369074127372924,"(40.6501, -73.9496)",era5,13.36,-5.0,18.05,2.51,0.0
2023-06-23 06:00:00,12289.8719,3.8367077470366393,"(40.6501, -73.9496)",era5,13.36,-5.0,18.23,1.93,0.0
2023-06-23 07:00:00,12958.2997,4.334979559703771,"(40.6501, -73.9496)",era5,13.36,-5.0,18.63,2.68,0.01
2023-06-23 08:00:00,13447.4686,4.699624887895368,"(40.6501, -73.9496)",era5,13.36,-5.0,18.93,3.4,0.01
2023-06-23 09:00:00,13982.8835,5.098743764686535,"(40.6501, -73.9496)",era5,13.36,-5.0,18.96,3.51,0.01
2023-06-23 10:00:00,16970.5125,6.4383981182747,"(40.6501, -73.9496)",era5,13.36,-5.0,19.16,3.56,0.01
2023-06-23 11:00:00,14786.246,5.697601096927652,"(40.6501, -73.9496)",era5,13.36,-5.0,19.87,3.41,0.06
2023-06-23 12:00:00,15200.7266,6.006570891238064,"(40.6501, -73.9496)",era5,13.36,-5.0,19.93,3.54,0.27
2023-06-23 13:00:00,15519.8087,6.244426971366142,"(40.6501, -73.9496)",era5,13.36,-5.0,20.32,3.75,0.47
2023-06-23 14:00:00,18808.1553,7.80824779985692,"(40.6501, -73.9496)",era5,13.36,-5.0,20.44,4.3,0.81
2023-06-23 15:00:00,16348.2043,6.861944939974683,"(40.6501, -73.9496)",era5,13.36,-5.0,20.69,4.2,0.02
2023-06-23 16:00:00,16114.432,6.687682068693201,"(40.6501, -73.9496)",era5,13.36,-5.0,20.5,3.95,0.03
2023-06-23 17:00:00,15881.1219,6.513763739083705,"(40.6501, -73.9496)",era5,13.36,-5.0,20.52,3.83,0.13
2023-06-23 18:00:00,15322.1507,6.097085089493246,"(40.6501, -73.9496)",era5,13.36,-5.0,20.99,2.11,0.9
2023-06-23 19:00:00,15132.9123,5.956019501565533,"(40.6501, -73.9496)",era5,13.36,-5.0,21.33,2.69,0.57
2023-06-23 20:00:00,15054.816,5.897803513296348,"(40.6501, -73.9496)",era5,13.36,-5.0,21.1,2.89,0.29
2023-06-23 21:00:00,14803.6199,5.7105522707808305,"(40.6501, -73.9496)",era5,13.36,-5.0,20.89,3.19,0.14
2023-06-23 22:00:00,14114.4048,5.196784804504655,"(40.6501, -73.9496)",era5,13.36,-5.0,20.74,3.22,0.03
2023-06-23 23:00:00,13403.1049,4.6665544781733,"(40.6501, -73.9496)",era5,13.36,-5.0,20.53,3.02,0.06
2023-06-24 00:00:00,12715.7771,4.154193877967097,"(40.6501, -73.9496)",era5,13.36,-5.0,20.46,3.21,0.04
2023-06-24 01:00:00,11934.356899999999,3.571693180795745,"(40.6501, -73.9496)",era5,13.36,-5.0,20.41,3.28,0.05
2023-06-24 02:00:00,11454.2448,3.2137991399577914,"(40.6501, -73.9496)",era5,13.36,-5.0,20.37,3.3,0.17
2023-06-24 03:00:00,11161.8354,2.9958259171521147,"(40.6501, -73.9496)",era5,13.36,-5.0,20.29,3.14,1.28
2023-06-24 04:00:00,10961.6029,2.8465649038760783,"(40.6501, -73.9496)",era5,13.36,-5.0,20.13,3.01,1.49
2023-06-24 05:00:00,11016.7286,2.887657722671982,"(40.6501, -73.9496)",era5,13.36,-5.0,20.19,2.91,2.05
2023-06-24 06:00:00,11113.0415,2.959453065813348,"(40.6501, -73.9496)",era5,13.36,-5.0,20.5,1.51,2.53
2023-06-24 07:00:00,11420.5133,3.18865438139302,"(40.6501, -73.9496)",era5,13.36,-5.0,20.48,1.88,2.46
2023-06-24 08:00:00,11921.1207,3.5618264077997317,"(40.6501, -73.9496)",era5,13.36,-5.0,20.59,1.89,1.99
2023-06-24 09:00:00,12363.5038,3.8915957996926256,"(40.6501, -73.9496)",era5,13.36,-5.0,20.72,1.65,1.07
2023-06-24 10:00:00,12594.1763,4.063547960730002,"(40.6501, -73.9496)",era5,13.36,-5.0,21.08,1.36,0.35
2023-06-24 11:00:00,12692.7949,4.137062061407285,"(40.6501, -73.9496)",era5,13.36,-5.0,22.21,1.92,0.11
2023-06-24 12:00:00,12792.0371,4.211041017529507,"(40.6501, -73.9496)",era5,13.36,-5.0,23.08,2.31,0.04
2023-06-24 13:00:00,13134.5113,4.466334469456142,"(40.6501, -73.9496)",era5,13.36,-5.0,23.45,2.27,0.07
2023-06-24 14:00:00,13373.666299999999,4.644609812519982,"(40.6501, -73.9496)",era5,13.36,-5.0,23.57,2.52,0.25
2023-06-24 15:00:00,13621.1488,4.829092794643696,"(40.6501, -73.9496)",era5,13.36,-5.0,23.78,2.75,0.07
2023-06-24 16:00:00,13750.6795,4.925649964595398,"(40.6501, -73.9496)",era5,13.36,-5.0,23.95,3.21,0.79
2023-06-24 17:00:00,13913.2037,5.046801759503204,"(40.6501, -73.9496)",era5,13.36,-5.0,24.06,3.09,0.36
2023-06-24 18:00:00,14088.9462,5.177806984057977,"(40.6501, -73.9496)",era5,13.36,-5.0,24.8,1.95,0.14
2023-06-24 19:00:00,14413.4752,5.419723393119736,"(40.6501, -73.9496)",era5,13.36,-5.0,23.78,2.9,0.08
2023-06-24 20:00:00,14534.582,5.510001063740731,"(40.6501, -73.9496)",era5,13.36,-5.0,23.11,2.51,0.08
2023-06-24 21:00:00,14354.4203,5.375701597392694,"(40.6501, -73.9496)",era5,13.36,-5.0,22.76,2.4,0.03
2023-06-24 22:00:00,13866.8178,5.012223924058304,"(40.6501, -73.9496)",era5,13.36,-5.0,22.26,2.34,0.03
2023-06-24 23:00:00,13107.0403,4.445856528583875,"(40.6501, -73.9496)",era5,13.36,-5.0,21.72,2.47,0.01
2023-06-25 00:00:00,12361.6498,3.890213756724507,"(40.6501, -73.9496)",era5,13.36,-5.0,21.75,2.38,0.0
2023-06-25 01:00:00,11664.759900000001,3.3707251990935765,"(40.6501, -73.9496)",era5,13.36,-5.0,21.44,2.36,0.0
2023-06-25 02:00:00,11288.7338,3.0904208693557162,"(40.6501, -73.9496)",era5,13.36,-5.0,21.41,2.19,0.0
2023-06-25 03:00:00,10911.3728,2.8091214537720415,"(40.6501, -73.9496)",era5,13.36,-5.0,21.17,2.01,0.0
2023-06-25 04:00:00,10783.1595,2.713546324492507,"(40.6501, -73.9496)",era5,13.36,-5.0,20.68,1.81,0.0
2023-06-25 05:00:00,10670.148,2.629303202113049,"(40.6501, -73.9496)",era5,13.36,-5.0,20.29,1.72,0.0
2023-06-25 06:00:00,10429.019,2.449556363461795,"(40.6501, -73.9496)",era5,13.36,-5.0,20.9,0.97,0.0
2023-06-25 07:00:00,10647.6756,2.6125514100975455,"(40.6501, -73.9496)",era5,13.36,-5.0,21.29,0.47,0.0
2023-06-25 08:00:00,11005.0121,2.878923792555499,"(40.6501, -73.9496)",era5,13.36,-5.0,21.51,0.45,0.0
2023-06-25 09:00:00,11495.5613,3.244598049500545,"(40.6501, -73.9496)",era5,13.36,-5.0,22.36,1.06,0.0
2023-06-25 10:00:00,12247.5352,3.8051483411421736,"(40.6501, -73.9496)",era5,13.36,-5.0,23.93,1.03,0.0
2023-06-25 11:00:00,12850.6933,4.25476560692894,"(40.6501, -73.9496)",era5,13.36,-5.0,26.5,1.1,0.04
2023-06-25 12:00:00,13636.0671,4.840213469730687,"(40.6501, -73.9496)",era5,13.36,-5.0,24.62,2.18,0.05
2023-06-25 13:00:00,14182.589100000001,5.247612006420014,"(40.6501, -73.9496)",era5,13.36,-5.0,25.85,3.4,0.52
2023-06-25 14:00:00,14638.146700000001,5.587202177753834,"(40.6501, -73.9496)",era5,13.36,-5.0,25.06,3.25,3.94
2023-06-25 15:00:00,15196.3928,6.0033403098922,"(40.6501, -73.9496)",era5,13.36,-5.0,24.22,3.01,0.06
2023-06-25 16:00:00,15758.9844,6.4227177450068105,"(40.6501, -73.9496)",era5,13.36,-5.0,25.0,2.65,0.07
2023-06-25 17:00:00,15893.984,6.523351643539065,"(40.6501, -73.9496)",era5,13.36,-5.0,24.97,2.84,0.17
2023-06-25 18:00:00,15610.01,6.311666492606778,"(40.6501, -73.9496)",era5,13.36,-5.0,24.74,2.56,1.62
2023-06-25 19:00:00,15976.137999999999,6.584592397585882,"(40.6501, -73.9496)",era5,13.36,-5.0,23.65,1.88,2.21
2023-06-25 20:00:00,15973.3889,6.582543112621668,"(40.6501, -73.9496)",era5,13.36,-5.0,22.84,1.38,0.14
2023-06-25 21:00:00,15753.3275,6.4185008739893625,"(40.6501, -73.9496)",era5,13.36,-5.0,22.85,1.9,0.0
2023-06-25 22:00:00,14947.6671,5.817930598632582,"(40.6501, -73.9496)",era5,13.36,-5.0,21.82,2.09,0.0
2023-06-25 23:00:00,14121.2791,5.201909172344857,"(40.6501, -73.9496)",era5,13.36,-5.0,21.17,2.1,0.0
2023-06-26 00:00:00,13127.194,4.460879872363038,"(40.6501, -73.9496)",era5,13.36,-5.0,20.99,1.89,0.02
2023-06-26 01:00:00,12299.3748,3.843791574502515,"(40.6501, -73.9496)",era5,13.36,-5.0,20.99,1.55,0.08
2023-06-26 02:00:00,11780.6813,3.457137472947105,"(40.6501, -73.9496)",era5,13.36,-5.0,20.86,1.31,0.08
2023-06-26 03:00:00,11497.8442,3.2462998110387957,"(40.6501, -73.9496)",era5,13.36,-5.0,20.86,1.11,0.62
2023-06-26 04:00:00,11432.1973,3.197364084758444,"(40.6501, -73.9496)",era5,13.36,-5.0,20.77,0.96,0.68
2023-06-26 05:00:00,11921.0131,3.561746198617763,"(40.6501, -73.9496)",era5,13.36,-5.0,20.65,0.97,0.66
2023-06-26 06:00:00,12568.2377,4.044212329806141,"(40.6501, -73.9496)",era5,13.36,-5.0,21.21,0.69,0.67
2023-06-26 07:00:00,13245.4128,4.549004716612983,"(40.6501, -73.9496)",era5,13.36,-5.0,21.4,1.09,1.16
2023-06-26 08:00:00,13402.948,4.666437518873571,"(40.6501, -73.9496)",era5,13.36,-5.0,21.83,2.08,2.31
2023-06-26 09:00:00,13737.438699999999,4.915779762582312,"(40.6501, -73.9496)",era5,13.36,-5.0,21.9,3.29,2.45
2023-06-26 10:00:00,14536.4125,5.511365588904237,"(40.6501, -73.9496)",era5,13.36,-5.0,22.49,4.24,0.52
2023-06-26 11:00:00,15573.6178,6.284538345840673,"(40.6501, -73.9496)",era5,13.36,-5.0,23.44,4.73,0.03
2023-06-26 12:00:00,15818.5273,6.4671033147189885,"(40.6501, -73.9496)",era5,13.36,-5.0,24.19,4.44,0.01
2023-06-26 13:00:00,16790.6727,7.191777917771127,"(40.6501, -73.9496)",era5,13.36,-5.0,25.18,4.4,0.0
2023-06-26 14:00:00,17514.7683,7.73154665144183,"(40.6501, -73.9496)",era5,13.36,-5.0,24.97,4.72,0.0
2023-06-26 15:00:00,17011.3006,7.356242447310358,"(40.6501, -73.9496)",era5,13.36,-5.0,25.05,5.27,0.01
2023-06-26 16:00:00,16516.4795,6.987383751662234,"(40.6501, -73.9496)",era5,13.36,-5.0,24.94,5.51,0.1
2023-06-26 17:00:00,18211.4413,7.363434214270183,"(40.6501, -73.9496)",era5,13.36,-5.0,24.85,5.13,0.22
2023-06-26 18:00:00,15581.9252,6.290731001586814,"(40.6501, -73.9496)",era5,13.36,-5.0,24.14,3.49,0.01
2023-06-26 19:00:00,15243.659899999999,6.038575025738127,"(40.6501, -73.9496)",era5,13.36,-5.0,23.73,2.93,0.0
2023-06-26 20:00:00,15300.937600000001,6.081272028173401,"(40.6501, -73.9496)",era5,13.36,-5.0,23.25,3.72,0.0
2023-06-26 21:00:00,15253.5076,6.0459158803967785,"(40.6501, -73.9496)",era5,13.36,-5.0,22.86,4.03,0.02
2023-06-26 22:00:00,14492.7216,5.47879671020102,"(40.6501, -73.9496)",era5,13.36,-5.0,22.43,4.86,1.97
2023-06-26 23:00:00,13557.2395,4.781452342290746,"(40.6501, -73.9496)",era5,13.36,-5.0,21.42,4.56,3.34
2023-06-27 00:00:00,12796.2684,4.214195191429723,"(40.6501, -73.9496)",era5,13.36,-5.0,20.93,4.13,1.12
2023-06-27 01:00:00,12289.3707,3.836334133263381,"(40.6501, -73.9496)",era5,13.36,-5.0,20.87,3.34,0.09
2023-06-27 02:00:00,13806.9456,4.0801535722568065,"(40.6501, -73.9496)",era5,13.36,-5.0,20.92,3.21,0.02
2023-06-27 03:00:00,11437.4341,3.201267797064508,"(40.6501, -73.9496)",era5,13.36,-5.0,20.71,2.73,0.0
2023-06-27 04:00:00,11326.7505,3.118759980955537,"(40.6501, -73.9496)",era5,13.36,-5.0,20.65,2.69,0.0
2023-06-27 05:00:00,11710.1566,3.4045656467800818,"(40.6501, -73.9496)",era5,13.36,-5.0,20.3,2.78,0.0
2023-06-27 06:00:00,12375.757599999999,3.9007302539120046,"(40.6501, -73.9496)",era5,13.36,-5.0,20.7,1.65,0.0
2023-06-27 07:00:00,12967.0385,4.341493797616281,"(40.6501, -73.9496)",era5,13.36,-5.0,21.14,0.44,0.0
2023-06-27 08:00:00,12956.747,4.333822117353935,"(40.6501, -73.9496)",era5,13.36,-5.0,21.7,1.3,0.6
2023-06-27 09:00:00,15184.1239,5.106755290358357,"(40.6501, -73.9496)",era5,13.36,-5.0,21.77,1.62,1.43
2023-06-27 10:00:00,13847.051599999999,4.9974894376956165,"(40.6501, -73.9496)",era5,13.36,-5.0,21.81,3.1,0.98
2023-06-27 11:00:00,14805.0133,5.711590964778552,"(40.6501, -73.9496)",era5,13.36,-5.0,22.79,2.83,0.45
2023-06-27 12:00:00,14913.7092,5.79261707279274,"(40.6501, -73.9496)",era5,13.36,-5.0,22.51,2.69,2.37
2023-06-27 13:00:00,15284.4827,6.069005912296328,"(40.6501, -73.9496)",era5,13.36,-5.0,22.98,2.74,0.16
2023-06-27 14:00:00,15330.9645,6.103655235292814,"(40.6501, -73.9496)",era5,13.36,-5.0,23.92,3.3,0.04
